Channel Name,Video Title,Comment,Sentiment
MrBeast,Holding Bigger And Bigger Dogs,Hello mrbeast❤❤❤,Positive
MrBeast,Holding Bigger And Bigger Dogs,so cute i have a rottweiler at my house,Neutral
MrBeast,Holding Bigger And Bigger Dogs,So big,Neutral
MrBeast,Holding Bigger And Bigger Dogs,The little one😂😂❤,Positive
MrBeast,Holding Bigger And Bigger Dogs,I love all dogs ❤🐶,Positive
MrBeast,Holding Bigger And Bigger Dogs,😮,Neutral
MrBeast,Holding Bigger And Bigger Dogs,awww... this is awesome!,Positive
MrBeast,Holding Bigger And Bigger Dogs,I have the same size dog as the last one,Neutral
MrBeast,Holding Bigger And Bigger Dogs,I love your videos.,Positive
MrBeast,Holding Bigger And Bigger Dogs,The first dog is mine,Neutral
MrBeast,Holding Bigger And Bigger Dogs,❤❤❤❤❤😮,Positive
MrBeast,Holding Bigger And Bigger Dogs,Awesome 👍,Positive
MrBeast,Holding Bigger And Bigger Dogs,My dog is smaller than that,Neutral
MrBeast,Holding Bigger And Bigger Dogs,Es un ángel ✨,Neutral
MrBeast,Holding Bigger And Bigger Dogs,Superb support please bro,Neutral
MrBeast,Holding Bigger And Bigger Dogs,aku pilih yang ketiga,Neutral
MrBeast,Holding Bigger And Bigger Dogs,Please give me one iPhone,Neutral
MrBeast,Holding Bigger And Bigger Dogs,Wow Wow,Neutral
MrBeast,Holding Bigger And Bigger Dogs,❤❤❤❤<br><br>😊😊😊😊❤❤😊<br><br>😢😢,Neutral
MrBeast,Holding Bigger And Bigger Dogs,И чо,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Do you think you could survive this challenge?,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤❤❤❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000","<a href=""https://www.youtube.com/watch?v=aRcUVhVlSHg&amp;t=604"">10:04</a>",Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Pls help me..😢,Negative
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",nice Sir❤❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Egorik,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",☝️,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",How can i look this in english?,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Love a lot,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000","you are so good, wish to earn a small amount of money to help the needy, you are awesome",Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤❤❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤❤️❤️🇧🇩🇧🇩🇧🇩,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Keep up the good work 👍 it&#39;s in human nature that when they see somebody achieving their goals they try to put them down. Love your work 👍,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",I love you I love you in Jamie,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000","I want  to play, please",Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",মিস্টার প্রিন্স তুমি তো কিছুই দিলানা আমারে 😂😂,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Hi can i in your challenges of jan 2025,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Please🙏 bro,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Я один русский 😉 я выделяюсь,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Umm.. I don&#39;t know if i survived this game 😬😬😬,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",El mejor,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Send your toys to south africa,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",I will not breath until Mr.Beast comments,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Egorik,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤❤❤🇧🇧🇩,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000","sir,i want to communicate with you?plz.",Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Great video! keep it up bro,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Has mas mrbeast ❤❤❤❤❤❤❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Я один русский? 💀,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Круть🦶,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Everyone so good!!!,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Who wants feastables in India 👇,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Брат заметь меня пожалуйста помоги купить квартиру !!!!!,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Wow,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Very hard challenge 💪,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",L <br>patrick,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Ohh jadi tantangan di gua ga ada Chandler karna challenge ini hehe okey! ❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",bag Mrbeast,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",It was great,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Love ❤️,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Bro take love from Bangdesh ♥️♥️,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Bro I wish I was in a mrbeast video,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Bro please give me a phone 📱😢,Negative
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Jimmy I can also do this,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Phaedra is just a girl ✨,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Mr Bestar I love you,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",😢😢,Negative
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Кто русский ставьте лайк,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗<br>║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ <br>╠╗║╚╝║║╠╗║╚╣║║║║║═╣<br>╚═╩══╩═╩═╩═╩╝╚╩═╩═╝,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",CHANDLER IS BAAACK,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Gave me too some money 😢😢😢,Negative
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",I am indian bro,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Hello Mr Beast Help Please,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",i love chandler,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Восьмая минута видео. Я за баб )),Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",wowww,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",😊😊,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",New video please,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Yo aguanto 1 año llevame😢,Negative
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤❤❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Can I come to your next video I love your challenges pls reply Mr beast,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Hi😊,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",can i join with you in any game 😢,Negative
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Chandler is back😮😮❤❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",nice video,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",can you do a buried alive in snow,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",I am watching Bangladesh,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",チャンネル登録よろしくお願いします,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",squid game plz plz plz,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",初めましてよろしくお願いしますチャンネル登録者の王子様頑張って下さい,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤❤❤❤❤ I am Bangladeshi,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",I love you ❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤❤❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",মিস্টার বৃষ্টি তুমি কি আমাকে কিছু টাকা ধার দিতে পারো,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",TJ gave him another chance. His teammates are useless.,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Chandler year,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",From Pakistan,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",I liked when the girls strategised there plan,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",How about doing 5 couples vs 5 couples.,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",I love you Mrbeast,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",😮😮😮😮😮😮😮😮😮,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",bro faked crying,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",I also want your chocolate,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Thanks for the chocolates in Perú,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Hello mr beast,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Super challenge 👌👌,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",I dare you jimmy to rent Disney land,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",❤,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",It&#39;s friday😊,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Егорик,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Such a wholesome ending! 🥰,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Nice video,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Cristiano Ronaldo,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",egoric,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",Thanks for the chocolates in Perú,Positive
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",0.2,Neutral
MrBeast,"Men Vs Women Survive The Wilderness For $500,000",How did you succeed? @mrbeast,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,Like❤,Positive
MrBeast,Will A Guitar Boat Hold My Weight?,😮😊❤,Positive
MrBeast,Will A Guitar Boat Hold My Weight?,Give me guitar 🎸🎶,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,NOOO NOT THE GUITARS,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,Give me money,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,Hi,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,3rd🎉,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,"I&#39;m the guy who was trying to save up money to buy a guitar, but Mr. Bean stepped on it like that, so sad.",Positive
MrBeast,Will A Guitar Boat Hold My Weight?,يا علي❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
MrBeast,Will A Guitar Boat Hold My Weight?,Español no inglés,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,Mr beast you are so handsome i love you ❤,Positive
MrBeast,Will A Guitar Boat Hold My Weight?,Ok,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,Ye song bahut accha lagta guy&#39;s 😂😂,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,⁸,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,What? How?,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,❤❤❤❤❤❤,Positive
MrBeast,Will A Guitar Boat Hold My Weight?,i<br>like<br>numder<br>three,Positive
MrBeast,Will A Guitar Boat Hold My Weight?,Aku ga bisa bahasa inggeris,Neutral
MrBeast,Will A Guitar Boat Hold My Weight?,Круто,Neutral
